pH,Soil EC (dS/m),Nitrogen (ppm),Phosphorus (ppm),Potassium (ppm),Moisture (%),Temperature (°C),Crop
6.38,1.69,73.41,56.85,173.29,72.08,27.4,Tomato
6.28,1.79,97.18,50.52,182.51,60.85,27.8,Tomato
6.05,1.72,75.92,69.44,188.22,73.83,23.9,Tomato
6.36,2.09,80.06,59.21,167.16,61.94,20.29,Tomato
6.29,1.81,95.77,59.09,126.63,70.51,27.52,Tomato
6.02,2.29,97.98,59.2,180.04,76.14,23.29,Tomato
6.27,1.94,93.9,55.92,131.11,60.71,21.09,Tomato
6.18,2.17,79.62,69.32,131.31,70.08,22.43,Tomato
6.41,1.71,95.14,51.35,142.79,65.59,25.65,Tomato
6.33,1.95,79.81,73.84,186.72,60.55,24.47,Tomato
6.18,1.65,88.49,78.57,125.24,74.44,27.93,Tomato
6.23,1.5,74.57,76.3,133.74,62.34,24.69,Tomato
6.21,2.09,84.17,57.32,144.57,71.5,25.07,Tomato
6.07,2.22,89.64,59.17,155.63,68.55,26.14,Tomato
6.43,2.42,85.81,56.7,146.53,65.97,23.71,Tomato
6.09,2.25,79.52,78.42,121.65,67.29,26.94,Tomato
6.14,1.62,88.26,72.15,121.89,75.42,26.12,Tomato
6.05,2.31,80.95,65.74,194.12,75.78,21.23,Tomato
6.01,2.14,85.9,54.82,184.25,60.38,24.77,Tomato
6.5,1.87,81.95,79.61,160.26,73.58,21.89,Tomato
6.25,1.89,72.0,77.36,121.65,67.04,22.46,Tomato
6.02,1.76,89.93,75.57,154.31,79.71,21.14,Tomato
6.17,1.93,96.62,69.68,184.96,68.62,25.13,Tomato
6.23,2.14,81.01,55.59,129.6,73.74,22.58,Tomato
6.15,2.13,90.07,61.9,168.78,67.18,23.03,Tomato
6.11,1.69,98.91,72.85,147.63,73.26,21.76,Tomato
6.37,2.4,83.39,78.26,189.95,67.64,23.18,Tomato
6.49,1.94,96.25,59.99,122.69,66.84,24.89,Tomato
6.29,1.99,73.74,51.38,187.78,74.86,26.61,Tomato
6.14,1.81,85.53,78.72,160.86,71.21,22.02,Tomato
6.07,1.92,80.28,52.82,193.08,71.15,25.84,Tomato
6.44,1.53,73.48,55.47,132.88,70.25,24.15,Tomato
6.01,2.12,91.98,76.89,171.93,65.11,22.85,Tomato
6.39,2.02,73.65,77.25,127.0,70.73,27.55,Tomato
6.35,1.95,82.59,63.67,192.37,67.24,27.2,Tomato
6.35,2.27,81.25,77.87,164.83,61.17,20.21,Tomato
6.38,2.14,85.56,66.68,186.04,69.63,24.74,Tomato
6.17,2.43,81.93,74.89,188.28,65.69,21.24,Tomato
6.46,2.19,81.2,70.71,135.28,73.8,20.41,Tomato
6.42,1.73,82.04,65.79,186.76,70.41,25.55,Tomato
6.44,2.22,76.56,56.48,125.36,62.47,22.15,Tomato
6.43,2.14,79.07,74.08,158.2,69.33,25.21,Tomato
6.31,2.32,74.39,52.81,145.63,75.38,27.32,Tomato
6.38,1.61,79.19,55.18,152.79,72.09,26.34,Tomato
6.33,1.65,85.6,61.77,138.3,62.05,22.49,Tomato
6.19,2.38,86.99,74.46,135.63,60.74,24.01,Tomato
6.42,2.01,84.58,68.01,196.13,68.08,27.59,Tomato
6.25,2.24,97.29,70.38,130.96,67.21,27.19,Tomato
6.22,1.58,83.85,54.43,145.04,79.89,24.15,Tomato
6.48,1.9,94.05,61.23,189.8,61.61,25.64,Tomato
6.42,2.08,73.58,77.0,165.14,75.11,24.58,Tomato
6.07,2.5,84.98,54.88,184.48,64.28,27.06,Tomato
6.19,1.96,89.46,64.67,197.4,78.99,23.95,Tomato
6.49,1.87,93.95,78.18,138.31,77.96,20.74,Tomato
6.38,2.05,73.37,52.59,135.43,78.92,23.92,Tomato
6.2,1.7,72.93,50.37,198.1,62.14,25.84,Tomato
6.16,2.05,85.46,77.56,167.97,62.69,23.94,Tomato
6.49,1.86,82.37,63.18,177.8,73.91,21.65,Tomato
6.37,2.3,91.76,51.65,135.22,63.83,25.58,Tomato
6.06,2.44,71.18,73.01,179.96,64.06,20.32,Tomato
6.09,1.64,73.35,77.18,172.96,70.86,24.55,Tomato
6.03,1.85,78.94,77.91,177.63,76.97,21.39,Tomato
6.09,1.68,92.44,70.86,122.82,62.87,20.67,Tomato
6.32,1.64,73.79,66.13,196.12,76.41,27.88,Tomato
6.19,1.85,77.78,62.0,163.56,68.3,24.34,Tomato
6.08,1.72,86.04,65.52,182.84,60.44,22.1,Tomato
6.06,2.5,97.5,70.78,184.36,70.65,24.33,Tomato
6.38,1.73,94.22,74.02,175.04,75.45,25.15,Tomato
6.17,1.53,76.7,59.88,189.13,77.08,22.78,Tomato
6.16,2.07,85.29,52.63,129.41,73.59,23.48,Tomato
6.09,1.86,79.09,53.64,182.58,64.68,26.1,Tomato
6.35,2.38,81.46,77.82,129.91,61.29,27.36,Tomato
6.22,2.04,71.82,69.69,167.03,70.94,24.05,Tomato
6.26,2.45,90.05,58.39,147.87,71.2,26.66,Tomato
6.24,2.19,74.02,67.75,171.13,70.5,27.93,Tomato
6.43,1.67,92.88,72.02,193.51,75.44,20.38,Tomato
6.17,2.47,98.45,56.07,134.36,75.58,20.46,Tomato
6.26,1.68,94.86,62.23,160.3,61.54,23.17,Tomato
6.13,1.68,85.17,70.66,144.39,72.03,23.69,Tomato
6.1,1.68,89.9,67.53,167.46,69.77,26.6,Tomato
6.19,2.1,84.44,58.23,170.87,66.55,22.14,Tomato
6.05,2.27,79.09,62.98,180.37,66.85,20.73,Tomato
6.48,1.81,95.16,60.01,176.79,62.02,23.29,Tomato
6.09,1.73,93.69,61.65,142.63,61.92,27.52,Tomato
6.33,1.52,90.87,63.56,184.22,70.65,20.04,Tomato
6.02,2.06,93.65,75.87,163.47,61.3,27.57,Tomato
6.5,2.3,97.81,71.65,169.92,78.42,25.2,Tomato
6.48,1.7,72.56,61.69,134.36,69.06,22.35,Tomato
6.28,2.14,90.99,78.25,177.87,67.32,22.4,Tomato
6.43,2.18,97.73,76.34,120.07,69.79,21.12,Tomato
6.13,1.65,95.56,64.89,167.94,78.97,21.77,Tomato
6.28,1.68,71.98,61.09,134.1,77.25,25.91,Tomato
6.3,1.68,89.87,76.78,139.46,65.59,25.14,Tomato
6.14,1.52,81.16,58.14,156.04,62.68,26.3,Tomato
6.01,1.8,71.35,57.78,122.29,62.47,26.41,Tomato
6.48,1.82,100.0,75.05,120.11,79.15,24.7,Tomato
6.24,2.48,70.82,65.78,190.9,68.49,26.5,Tomato
6.21,1.58,95.85,68.71,122.38,75.86,23.81,Tomato
6.31,1.75,97.92,71.68,124.16,73.25,20.45,Tomato
6.03,1.75,94.46,64.97,126.23,79.75,21.8,Tomato
6.48,2.4,88.36,65.36,128.92,68.09,24.13,Tomato
6.21,2.3,98.93,68.19,174.57,78.85,22.07,Tomato
6.26,2.3,76.99,74.61,148.39,79.2,27.91,Tomato
6.43,2.16,86.26,74.78,148.59,63.7,20.14,Tomato
6.42,1.68,83.57,58.94,177.27,70.16,20.92,Tomato
6.2,2.02,88.51,75.29,140.03,74.53,27.49,Tomato
6.43,2.25,91.71,62.57,187.42,60.57,24.32,Tomato
6.18,1.54,94.27,50.07,189.76,63.51,23.94,Tomato
6.5,1.97,83.81,68.74,178.8,72.46,25.97,Tomato
6.3,1.98,82.12,60.09,169.09,62.51,23.48,Tomato
6.5,1.88,88.7,58.04,145.3,62.82,27.41,Tomato
6.32,2.2,86.98,69.11,192.79,62.38,22.04,Tomato
6.25,1.85,76.39,52.79,185.07,72.8,25.99,Tomato
6.22,2.17,86.25,54.41,139.75,75.5,23.05,Tomato
6.15,1.98,99.76,66.04,178.1,70.44,27.23,Tomato
6.04,2.02,97.18,71.06,156.79,62.85,27.74,Tomato
6.14,2.19,77.0,55.4,126.61,78.62,23.59,Tomato
6.41,1.7,87.42,61.49,125.26,70.0,26.35,Tomato
6.4,1.83,84.43,50.79,135.88,78.94,24.3,Tomato
6.19,1.51,77.43,54.01,148.74,80.0,25.57,Tomato
6.33,1.72,98.72,73.17,177.85,72.33,20.24,Tomato
6.37,1.62,98.37,55.07,179.43,76.31,26.03,Tomato
6.45,2.38,83.67,73.11,189.55,63.33,22.29,Tomato
6.16,1.8,80.41,65.0,129.39,63.3,27.98,Tomato
6.13,2.1,90.09,59.88,123.01,65.38,25.88,Tomato
6.2,2.49,76.32,69.99,143.5,70.57,21.1,Tomato
6.2,2.22,83.99,50.8,146.33,77.28,23.28,Tomato
6.44,2.36,79.64,57.35,128.13,79.73,26.76,Tomato
6.2,1.72,70.19,66.69,148.0,77.28,27.33,Tomato
6.28,1.96,91.47,52.99,146.26,61.59,25.12,Tomato
6.03,1.55,80.49,78.46,174.34,65.81,22.27,Tomato
6.44,1.7,91.33,73.29,182.88,61.08,25.68,Tomato
6.19,2.5,82.51,59.56,158.12,67.67,20.81,Tomato
6.23,2.04,97.96,71.34,176.11,72.85,24.63,Tomato
6.13,1.56,87.3,61.94,140.32,61.98,23.41,Tomato
6.11,2.24,94.92,64.81,184.79,69.94,21.74,Tomato
6.06,2.11,72.6,52.48,147.3,78.95,21.49,Tomato
6.13,2.03,99.79,73.09,148.1,69.71,21.56,Tomato
6.4,2.17,93.27,65.99,166.12,68.69,26.24,Tomato
6.22,2.01,76.29,62.4,128.55,68.93,27.44,Tomato
6.36,1.95,90.87,62.39,134.0,64.14,24.06,Tomato
6.45,1.86,92.06,52.57,186.11,70.85,23.7,Tomato
6.14,2.42,99.83,62.25,179.83,70.56,24.83,Tomato
6.04,2.45,72.41,57.88,193.12,66.25,22.69,Tomato
6.37,2.07,87.81,65.6,135.01,73.41,27.59,Tomato
6.11,2.09,80.08,51.38,157.85,70.97,24.84,Tomato
6.35,1.52,74.25,56.39,124.83,61.3,21.24,Tomato
6.35,2.04,86.63,75.49,136.04,75.34,27.28,Tomato
6.36,2.28,97.76,62.37,132.07,66.63,24.61,Tomato
6.11,1.88,95.29,52.7,199.21,78.44,20.61,Tomato
6.27,1.53,91.79,64.39,138.36,63.57,23.23,Tomato
6.16,1.55,90.14,52.52,197.63,61.39,25.47,Tomato
6.22,1.66,84.24,70.31,164.6,60.68,21.46,Tomato
6.24,2.27,84.75,61.11,155.17,75.85,26.27,Tomato
6.13,1.81,93.93,59.05,127.0,79.0,23.12,Tomato
6.27,1.52,97.06,75.64,194.24,66.73,27.64,Tomato
6.47,2.41,77.69,52.59,181.49,67.31,24.78,Tomato
6.08,2.0,92.58,72.44,179.99,76.8,24.99,Tomato
6.48,2.13,86.64,50.1,193.32,71.91,27.8,Tomato
6.36,1.98,89.31,75.67,179.51,69.27,21.82,Tomato
6.31,1.57,91.59,53.31,132.7,66.6,21.06,Tomato
6.02,2.24,71.11,70.63,163.91,66.79,21.71,Tomato
6.34,1.5,77.9,72.76,136.88,70.48,22.42,Tomato
6.32,2.11,74.05,52.61,160.99,63.16,21.07,Tomato
6.3,1.85,83.66,71.73,144.44,70.47,25.4,Tomato
6.5,2.37,80.5,54.83,137.19,71.64,21.16,Tomato
6.2,1.81,77.88,65.78,178.41,65.47,21.02,Tomato
6.32,2.2,83.17,64.03,174.43,65.9,26.68,Tomato
6.27,1.89,84.99,68.8,137.29,70.94,22.78,Tomato
6.03,1.67,95.26,63.23,120.34,67.55,27.71,Tomato
6.26,1.69,83.26,74.84,195.58,64.49,24.66,Tomato
6.01,2.17,98.08,58.8,136.1,79.24,20.76,Tomato
6.17,2.4,83.84,70.57,195.76,66.81,21.36,Tomato
6.48,1.71,75.32,67.16,159.76,67.1,23.23,Tomato
6.22,2.26,73.51,53.02,183.57,78.08,22.72,Tomato
6.04,2.33,93.29,70.79,173.24,74.45,25.93,Tomato
6.38,2.0,96.33,54.11,155.64,78.44,24.3,Tomato
6.07,1.65,76.41,69.31,149.25,71.71,22.33,Tomato
6.14,2.41,91.81,77.12,158.06,63.53,26.81,Tomato
6.45,2.08,84.61,62.81,149.83,76.2,27.75,Tomato
6.46,1.63,85.95,69.41,140.12,78.86,21.48,Tomato
6.12,2.41,73.16,64.47,127.58,68.51,22.29,Tomato
6.36,1.77,81.18,51.56,128.42,62.08,23.51,Tomato
6.09,2.18,87.08,75.96,183.33,76.08,26.7,Tomato
6.14,1.88,77.15,68.2,134.61,74.73,22.03,Tomato
6.12,2.26,93.95,71.93,128.57,76.7,27.62,Tomato
6.28,2.4,90.87,75.71,124.1,60.5,20.14,Tomato
6.21,1.93,89.19,52.69,155.16,78.5,24.18,Tomato
6.05,1.62,71.43,76.75,126.0,61.43,26.96,Tomato
6.17,2.39,75.82,58.43,124.44,62.37,23.1,Tomato
6.27,1.63,94.97,64.74,154.45,76.22,21.69,Tomato
6.38,1.88,87.29,76.67,199.31,65.76,23.7,Tomato
6.42,2.18,72.66,72.65,162.96,76.05,22.19,Tomato
6.29,2.01,98.19,64.08,171.66,61.75,26.45,Tomato
6.42,2.36,93.96,53.05,145.72,68.85,25.66,Tomato
6.28,2.14,89.68,73.6,137.15,74.9,25.62,Tomato
6.13,2.15,83.88,72.1,182.84,78.12,26.05,Tomato
6.42,2.25,88.55,64.27,168.27,79.27,22.52,Tomato
6.2,2.03,98.04,57.45,178.36,78.66,27.25,Tomato
6.01,1.73,98.11,66.21,182.4,77.03,25.56,Tomato
6.44,1.94,82.1,57.84,188.32,72.56,23.41,Tomato
6.15,1.92,89.96,55.11,132.29,70.82,21.82,Tomato
6.16,1.6,89.19,76.45,130.85,77.2,22.96,Tomato
6.48,1.71,86.06,62.63,129.55,77.98,23.04,Tomato
6.48,2.13,98.74,72.43,128.97,74.29,23.88,Tomato
6.23,2.03,70.66,53.16,147.72,61.81,23.57,Tomato
6.15,1.61,72.62,53.19,144.45,61.37,20.31,Tomato
6.03,1.62,96.24,74.4,134.72,71.12,24.17,Tomato
6.36,1.79,93.54,70.43,179.81,74.4,22.92,Tomato
6.21,1.87,71.87,67.23,128.73,65.54,25.95,Tomato
6.08,2.28,71.56,59.79,124.94,79.42,24.77,Tomato
6.14,1.87,73.91,77.38,180.81,63.52,20.26,Tomato
6.06,2.37,90.09,66.11,152.79,65.23,27.18,Tomato
6.23,2.4,99.44,78.32,183.2,70.67,27.5,Tomato
6.45,2.1,78.88,67.52,178.75,64.03,23.39,Tomato
6.21,2.19,72.64,78.16,127.93,68.35,23.45,Tomato
6.02,1.5,73.28,54.9,150.77,70.84,24.83,Tomato
6.42,1.83,89.89,57.27,193.65,66.23,22.11,Tomato
6.36,1.55,79.16,52.08,153.52,71.03,20.07,Tomato
6.16,2.08,93.64,53.83,127.72,77.56,25.91,Tomato
6.18,2.32,70.5,54.52,125.74,77.68,20.47,Tomato
6.45,2.5,95.87,79.1,186.13,72.0,21.87,Tomato
6.05,2.06,83.42,51.4,158.43,67.6,23.51,Tomato
6.29,1.97,73.7,55.79,181.54,71.74,20.98,Tomato
6.27,1.65,83.18,72.62,157.05,76.82,20.29,Tomato
6.4,2.3,80.14,79.13,164.52,77.8,25.06,Tomato
6.44,1.96,84.29,61.0,135.22,69.56,26.86,Tomato
6.04,1.52,73.28,79.63,199.01,77.29,21.58,Tomato
6.41,1.62,91.42,50.42,190.99,67.58,24.32,Tomato
6.17,1.65,87.23,74.88,170.93,66.12,21.85,Tomato
6.46,2.33,81.84,57.85,121.71,63.54,26.89,Tomato
6.43,1.88,73.14,67.65,179.86,77.33,23.01,Tomato
6.28,2.09,86.14,59.26,120.1,68.73,20.66,Tomato
6.22,1.92,71.11,54.11,144.66,78.06,20.01,Tomato
6.47,1.67,92.98,70.82,145.4,65.25,25.42,Tomato
6.07,2.12,82.83,55.86,196.26,71.08,20.46,Tomato
6.41,2.1,91.5,72.66,183.73,67.02,20.89,Tomato
6.43,2.28,98.25,54.72,177.06,65.05,21.31,Tomato
6.14,1.55,76.07,73.12,144.99,75.84,27.68,Tomato
6.06,2.25,92.95,60.72,151.98,77.24,25.62,Tomato
6.48,1.84,95.19,70.83,145.31,70.13,21.72,Tomato
6.08,1.93,88.61,52.14,124.59,63.71,23.42,Tomato
6.08,1.79,79.26,63.37,175.44,64.54,26.72,Tomato
6.07,2.29,76.73,57.32,141.55,67.27,21.85,Tomato
6.48,1.54,90.72,56.59,190.26,73.82,26.66,Tomato
6.07,2.17,83.26,51.33,180.3,64.83,26.33,Tomato
6.25,1.65,94.93,78.74,130.09,63.94,20.08,Tomato
6.24,2.44,83.51,72.25,145.22,70.27,21.93,Tomato
6.2,2.05,73.78,55.75,163.79,79.84,27.31,Tomato
6.34,2.14,89.99,77.96,184.07,65.52,23.3,Tomato
6.27,2.26,77.04,71.62,151.37,63.11,23.48,Tomato
6.35,1.73,93.49,53.49,130.61,60.07,25.51,Tomato
6.3,1.62,97.65,75.45,182.12,73.62,20.11,Tomato
6.44,2.27,89.04,65.5,179.77,61.6,25.97,Tomato
6.17,2.34,93.45,75.63,190.39,69.35,26.26,Tomato
6.34,1.66,89.43,61.88,128.12,70.9,25.89,Tomato
6.33,2.01,82.81,71.43,180.61,73.32,23.6,Tomato
6.01,2.13,85.46,62.05,130.27,70.82,27.75,Tomato
6.03,1.88,82.32,63.6,145.47,71.29,22.01,Tomato
6.41,2.4,88.21,50.45,147.25,78.02,24.91,Tomato
6.39,2.03,75.89,68.05,181.44,73.24,25.84,Tomato
6.1,1.62,80.73,59.93,152.04,73.62,20.78,Tomato
6.05,2.34,83.95,50.45,127.1,74.47,24.37,Tomato
6.5,2.06,81.48,58.55,161.85,74.61,25.02,Tomato
6.23,2.21,75.78,68.42,189.77,60.76,20.8,Tomato
6.05,1.87,74.2,69.44,171.14,67.06,26.47,Tomato
6.12,2.28,99.47,55.19,149.96,64.33,27.37,Tomato
6.4,2.4,92.18,57.21,136.93,78.74,20.92,Tomato
6.07,1.68,95.1,59.01,152.16,72.34,26.64,Tomato
6.39,2.43,91.8,57.84,184.45,60.77,24.08,Tomato
6.12,2.39,84.01,61.66,196.4,66.93,23.02,Tomato
6.31,1.75,83.1,62.61,127.53,63.12,23.3,Tomato
6.24,1.87,89.56,74.58,197.78,60.67,27.59,Tomato
6.29,1.96,77.32,63.57,159.59,71.01,24.3,Tomato
6.33,1.55,92.31,57.22,149.77,62.84,24.0,Tomato
6.31,2.02,97.29,58.48,194.83,62.39,23.11,Tomato
6.3,2.01,95.5,61.55,190.61,68.06,25.07,Tomato
6.1,2.29,72.05,65.84,144.98,70.17,26.58,Tomato
6.19,2.49,91.54,60.33,153.27,62.04,20.39,Tomato
6.22,2.06,84.43,74.23,180.09,60.34,24.87,Tomato
6.07,2.1,89.39,65.89,181.58,65.29,27.41,Tomato
6.25,1.56,84.9,57.57,123.2,74.88,20.23,Tomato
6.03,2.32,71.88,78.12,198.31,65.65,23.11,Tomato
6.18,2.37,78.98,70.62,183.99,65.23,24.3,Tomato
6.32,2.02,99.67,50.42,181.64,78.78,25.48,Tomato
6.27,2.02,79.89,73.07,124.41,60.02,22.66,Tomato
6.27,2.07,78.55,56.18,177.02,73.5,23.01,Tomato
6.45,1.57,82.46,60.4,141.98,63.73,25.22,Tomato
6.24,1.55,90.61,59.58,189.99,69.97,22.43,Tomato
6.48,2.34,95.1,61.54,196.29,79.46,25.8,Tomato
6.03,1.82,81.16,79.72,190.51,60.52,27.32,Tomato
6.23,2.46,79.81,56.45,191.94,60.99,25.67,Tomato
6.49,1.61,96.41,72.3,129.32,62.38,24.61,Tomato
6.33,2.14,73.27,56.5,154.65,66.92,27.96,Tomato
6.23,1.8,87.54,60.34,138.02,71.6,27.13,Tomato
6.07,1.61,91.96,55.64,147.37,60.4,25.92,Tomato
6.12,2.35,76.68,65.93,184.04,64.81,22.47,Tomato
6.06,2.18,89.01,72.57,126.47,79.02,23.86,Tomato
6.16,2.08,92.49,52.2,193.01,69.84,22.04,Tomato
6.17,1.67,96.97,60.21,154.01,70.21,21.28,Tomato
6.23,1.61,78.9,50.46,171.75,79.64,21.18,Tomato
6.03,1.6,75.76,52.12,195.76,72.46,22.94,Tomato
6.44,1.63,81.07,56.38,131.44,66.88,21.79,Tomato
6.38,2.04,93.06,71.95,149.8,62.24,26.94,Tomato
6.25,2.43,76.92,50.67,195.4,73.29,24.25,Tomato
6.37,1.6,86.25,56.74,195.58,79.52,23.1,Tomato
6.12,1.71,73.31,76.71,163.34,75.83,27.06,Tomato
6.41,1.57,70.83,61.94,133.42,78.1,23.53,Tomato
6.1,2.44,87.46,66.25,168.9,63.03,25.41,Tomato
6.18,2.26,96.56,53.64,192.33,72.17,24.27,Tomato
6.32,2.34,73.86,55.97,137.87,65.78,24.59,Tomato
6.34,2.25,89.79,57.45,182.71,75.95,27.85,Tomato
6.05,1.66,72.22,50.67,172.7,66.21,25.57,Tomato
6.49,2.45,98.9,72.77,141.04,78.89,22.41,Tomato
6.32,1.95,96.25,60.97,154.96,60.93,23.69,Tomato
6.0,2.04,90.68,64.09,121.93,69.64,26.61,Tomato
6.38,2.4,95.91,69.72,183.47,77.2,24.11,Tomato
6.14,2.09,82.59,63.39,160.49,71.64,25.53,Tomato
6.21,1.63,71.64,62.05,125.15,68.58,20.29,Tomato
6.39,1.82,81.83,63.44,129.09,60.98,21.37,Tomato
6.32,1.85,89.38,51.39,152.38,60.34,21.41,Tomato
6.05,2.09,87.76,63.07,191.03,68.72,20.01,Tomato
6.12,1.61,94.42,62.8,175.92,75.19,23.32,Tomato
6.07,1.82,86.01,73.02,120.64,74.64,24.87,Tomato
6.28,1.56,77.62,54.82,138.92,67.53,26.61,Tomato
6.1,2.24,95.68,62.71,155.39,62.9,21.99,Tomato
6.2,1.83,71.01,77.52,126.86,64.92,22.76,Tomato
6.07,1.94,80.76,69.38,138.41,71.72,22.93,Tomato
6.25,1.66,92.8,76.0,144.17,63.91,24.93,Tomato
6.21,2.38,96.67,58.25,165.07,66.76,27.9,Tomato
6.25,1.81,82.42,57.73,151.72,77.55,20.02,Tomato
6.34,2.18,82.81,66.0,141.16,62.73,23.29,Tomato
6.39,1.77,76.23,56.17,151.3,61.24,20.34,Tomato
6.19,1.58,94.14,71.78,150.77,64.54,21.57,Tomato
6.3,1.63,94.82,55.43,140.13,68.41,24.33,Tomato
6.14,1.99,81.88,54.25,158.69,77.66,26.6,Tomato
6.26,2.37,98.71,73.2,131.86,62.54,24.47,Tomato
6.07,1.52,81.01,63.25,194.7,72.24,21.02,Tomato
6.27,1.96,94.69,69.96,150.28,72.02,25.76,Tomato
6.45,2.17,81.57,67.05,187.05,75.84,24.96,Tomato
6.47,2.28,93.24,66.38,169.83,74.89,27.66,Tomato
6.34,1.91,82.79,74.11,161.97,70.63,26.2,Tomato
6.13,2.11,85.35,52.78,155.82,63.13,24.94,Tomato
6.44,1.77,89.57,72.0,154.09,74.93,27.03,Tomato
6.15,1.82,81.42,60.09,146.01,67.52,20.46,Tomato
6.41,2.49,83.49,61.47,140.19,62.36,20.24,Tomato
6.28,2.19,72.2,60.08,150.42,69.67,21.18,Tomato
6.37,2.46,86.47,61.26,138.37,79.93,26.53,Tomato
6.44,1.96,76.4,64.42,193.98,62.33,20.89,Tomato
6.01,1.83,90.67,72.81,146.75,73.58,21.44,Tomato
6.47,2.44,72.33,51.18,130.53,66.27,20.85,Tomato
6.31,2.09,96.27,71.76,153.57,73.09,27.55,Tomato
6.22,1.86,87.23,71.68,198.7,71.67,22.64,Tomato
6.13,2.45,81.35,78.48,126.2,66.67,23.62,Tomato
6.29,2.49,79.71,67.02,171.19,74.61,22.4,Tomato
6.23,2.48,98.85,63.28,174.43,73.06,23.57,Tomato
6.02,1.83,74.74,52.24,146.86,70.72,20.59,Tomato
6.08,2.11,76.07,71.08,135.82,76.73,22.51,Tomato
6.11,2.45,74.05,71.8,194.16,62.66,22.33,Tomato
6.16,2.04,90.09,55.77,170.96,72.51,27.06,Tomato
6.48,1.52,85.81,70.08,138.74,73.72,20.03,Tomato
6.34,2.27,82.68,77.95,144.31,70.52,26.0,Tomato
6.15,2.39,92.82,60.25,133.98,72.23,24.27,Tomato
6.28,2.49,72.0,67.81,148.63,74.1,24.55,Tomato
6.08,1.97,80.61,66.66,125.34,63.08,23.71,Tomato
6.1,1.94,82.1,78.8,143.85,65.39,22.2,Tomato
6.36,1.78,89.53,71.58,182.56,75.7,21.94,Tomato
6.45,1.62,89.77,52.37,179.97,69.75,23.45,Tomato
6.08,1.81,85.72,53.68,170.62,70.17,25.31,Tomato
6.47,2.39,87.78,75.74,159.73,62.33,21.8,Tomato
6.04,1.51,76.23,62.07,187.79,61.24,21.89,Tomato
6.44,2.42,87.95,77.96,126.3,60.27,23.64,Tomato
6.46,1.68,88.11,71.76,151.06,74.56,23.62,Tomato
6.37,2.18,81.86,55.28,196.95,69.55,22.69,Tomato
6.09,1.93,70.57,75.54,165.0,65.51,20.53,Tomato
6.04,2.07,78.27,64.57,193.75,62.39,22.19,Tomato
6.36,1.83,85.36,57.28,167.9,78.96,22.84,Tomato
6.35,2.26,92.36,56.71,169.85,66.33,20.05,Tomato
6.3,2.29,79.38,61.82,197.53,61.68,26.97,Tomato
6.26,2.24,89.94,76.22,179.13,70.78,27.85,Tomato
6.37,1.73,83.2,66.55,193.28,66.59,22.47,Tomato
6.42,1.95,74.3,72.53,175.55,70.43,27.08,Tomato
6.24,2.15,85.66,76.77,138.74,68.28,24.39,Tomato
6.17,1.79,75.16,55.62,199.31,73.54,22.19,Tomato
6.47,1.92,97.16,68.54,156.12,70.76,25.71,Tomato
6.29,1.85,89.04,61.09,120.93,71.64,21.54,Tomato
6.29,2.38,82.05,70.97,161.04,66.45,26.09,Tomato
6.21,2.07,88.72,51.18,133.2,76.16,26.26,Tomato
6.37,1.51,82.16,68.11,159.73,78.01,23.9,Tomato
6.12,2.12,71.7,56.0,139.05,78.08,22.77,Tomato
6.49,1.58,74.93,55.26,132.0,68.46,21.18,Tomato
6.42,1.76,91.75,58.05,128.88,72.4,23.43,Tomato
6.07,1.71,99.01,51.62,120.12,73.97,23.08,Tomato
6.28,1.51,78.33,71.19,197.12,77.09,26.75,Tomato
6.35,2.43,86.55,63.8,182.09,64.0,25.73,Tomato
6.23,1.53,74.97,69.29,166.96,70.66,26.06,Tomato
6.04,1.79,93.09,65.33,176.88,79.76,22.79,Tomato
6.17,1.79,86.79,56.42,168.06,66.91,26.73,Tomato
6.48,1.63,84.74,68.23,126.66,76.41,26.06,Tomato
6.05,2.15,75.98,66.03,190.75,79.38,23.62,Tomato
6.42,1.85,73.13,69.81,166.87,69.33,23.37,Tomato
6.34,2.13,85.42,58.26,173.31,61.21,26.02,Tomato
6.45,2.23,97.49,54.47,180.37,63.43,26.22,Tomato
6.46,1.77,96.29,53.57,197.64,66.61,24.58,Tomato
6.08,1.67,83.81,68.95,128.34,76.56,24.46,Tomato
6.44,2.36,80.81,54.66,159.0,72.86,23.13,Tomato
6.27,2.28,96.86,62.06,192.18,79.35,21.99,Tomato
6.09,2.38,95.69,57.33,190.98,68.52,25.22,Tomato
6.29,2.43,86.07,50.04,191.54,77.6,20.61,Tomato
6.15,1.84,96.17,78.11,127.53,69.53,21.01,Tomato
6.33,2.14,90.25,55.83,195.63,62.22,27.86,Tomato
6.23,1.5,86.4,59.82,142.13,74.95,24.94,Tomato
6.0,2.38,78.82,68.62,161.42,67.79,26.4,Tomato
6.33,2.34,71.79,54.4,183.32,78.08,23.8,Tomato
6.45,2.09,83.82,53.58,175.51,63.2,20.69,Tomato
6.17,1.62,86.66,62.04,169.64,63.88,26.68,Tomato
6.04,1.83,77.09,72.92,196.67,62.67,20.96,Tomato
6.47,2.3,91.63,63.1,199.68,63.2,26.2,Tomato
6.13,2.35,95.18,64.74,182.75,69.56,27.5,Tomato
6.06,2.32,81.43,61.77,166.39,74.69,22.12,Tomato
6.46,2.14,73.49,73.14,152.62,79.4,25.01,Tomato
6.17,2.37,72.24,67.12,123.11,77.88,21.83,Tomato
